id	intended_politeness	ilp_paraphrase	greedy_paraphrase	retrieval_paraphrase	receiver	text
4700888.24444.31923	-1.1941244190056528	so who did the fighting ? please surely it ' s an international topic , imo .	who did the fighting ? it ' s really an international topic , imo .	who did the fighting ? it 's an international topic , imo .	average	who the hell did the fighting? it's an international topic, IMO.
482098262.23033.23033	-1.1941244190056528	agreed . but it ' s like every young , famous pop star of the last 10 years is a really gay icon . ? please	actually agreed . it ' s like every young , famous pop star of the last 10 years is a gay icon . ?	actually agreed . it ' s like every young , famous pop star of the last 10 years is a gay icon . ?	average	Agreed.  It's like every young, famous Pop star of the last 10 years is a Gay icon.  WTF?
510561628.0.0	-1.1941244190056528	so this is not bellard . this is actually simon plouffe . please guys ?	this is not bellard . this is really simon plouffe . guys ?	yes , this is not bellard . this is simon plouffe . this is simon plouffe . guys ?	average	This is not Bellard. This is Simon Plouffe. WTF guys?
495773626.1112.1094	-1.1941244190056528	so why is this linked to the pla ' s vehicles section ? please surely	why is this linked to the pla ' s vehicles section ? surely	and why is this linked to the pla ' s vehicles section ?	average	Why is this linked to the PLA's vehicles section? WTH
503670218.411.411	-1.43903202676894	well i just saw it and it was awful . please if i print that somewhere can we actually cite it ?	well i saw it and it was horrible . if i print that somewhere can we actually cite it ?	well i saw it was horrible . if i print that somewhere can we actually cite it ?	average	Well I saw it and it was bloody awful. If I print that somewhere can we cite it?
50780821.164053.164053	-1.1941244190056528	? please give me a break ! < > [ [ april 28 ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ]	? give me a break ! <unk>[ [ saturday ] , [ [ april 29 ] , [ [ ] ] ] ] ] ] ] ] ] ] ]	? please give me a break ! <unk>[ [ saturday ] , [ [ april 29 ] , [ [ ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ] ]	average	WTF?? Give me a break! ⇒   [[Saturday]], [[April 29]], [[2006]] @ 19:59 (UTC)
510691118.2506.11775	-1.1941244190056528	so why was it deleted again ? please surely it should also say about his collaborations with pink and slaughterhouse .	why was it deleted again ? surely it should also say about his collaborations with pink and slaughterhouse .	and why was it deleted again ? it should also say about his collaborations with pink and slaughterhouse .	average	Why the hell was it deleted again? It should also say about his collaborations with Pink and Slaughterhouse.
52735651.765.765	-1.5524475268124367	"and who cares about "" flint ? "" the main point is that moore is just an overweight communist faggot . please ? the main point is that moore is an overweight communist faggot ."	"who cares about "" flint ? "" the main point is that moore is an overweight communist faggot ."	"who cares about "" flint ? "" main is that moore is an overweight communist faggot ."	average	"Who the heck cares about ""flint?"" The main point is that Moore is an overweight communist faggot."
53189192.16521.16521	-1.1941244190056528	haha , what are you talkin ' about ? ? or are you really feelin ' ok ? -	haha , what are you talkin ' about ? ? are you really feelin ' ok ? -	haha , what are you talkin ' about ? ? are you feelin ' ok ?   -	average	Haha, what the hell are you talkin' about?? Are you feelin' OK?  -
54682188.0.0	-1.198043567997222	poss cv ? please can ' t really find a source - might just be good writing , but it smells fishy . . . '	poss cv ? can ' t really find a source - might just be good writing , but it smells fishy . . . '	poss cv ? ca n't find a source - might just be good writing , but it smells fishy . ... '	average	Poss cv? Can't find a source - might just be damn good writing, but it smells fishy. ...'
55526025.1476.1476	-1.1941244190056528	and how did you come to give a about userboxes if you really aren ' t already a wikipedian , anyway ? please -	how did you come to give a about userboxes if you really aren ' t already a wikipedian , anyway ? -	how did you come to give a about userboxes if you were n't already a wikipedian , anyway ? -	average	How did you come to give a damn about userboxes if you weren't already a Wikipedian, anyway? -
55615630.7642.7642	-1.43903202676894	actually , what ? you are all ignorants and i suggest you just politely to read more , ok ?	actually , what ? you are all ignorants and i suggest you politely to read more , ok ?	what ? you are all ignorants i suggest you politely to read more , ok ?	average	What the fuck? you are all ignorants and I suggest you politely to read more, ok?
430542769.13351.13402	-0.7431406091228927	can you really put that jesus was and never will be real . believing other wise makes you a fucking idiot	can you put that jesus was for you and never will be real . believing other wise makes you a fucking idiot	can you really put that jesus was and never will be real . believing other wise makes you a fucking idiot	average	Can you please put that jesus was and never will be real. Believing other wise makes you a fucking idiot
48603481.634.41605	-1.1941244190056528	stuff what aaron ? and i haven ' t actually the foggiest what you ' re talking about with this . please	stuff what aaron ? i haven ' t really the foggiest what you ' re talking about with this .	stuff what aaron ? i have n't the foggiest what you 're talking about with this .	average	Stuff what Aaron? I haven't the foggiest what the heck you're talking about with this.
427611137.11651.11651	-1.1941244190056528	and who are you and why do you really care so much about this ? nobody ever reads the cousin skeeter page . please ? nobody ever reads the cousin skeeter page .	who are you and why do you care so much about this ? nobody ever actually reads the cousin skeeter page .	and who are you and why do you care so much about this ? nobody ever reads the cousin skeeter page .	average	Who ARE you and why do you care so much about this? Nobody ever reads the fucking Cousin Skeeter page.
34661602.2596.9264	-1.1941244190056528	"so where did i actually say that ? i was referring to the term "" master "" ."	"where did i actually say that ? i was referring to the term "" master "" ."	"where did i say that ? i was referring to the term "" master "" ."	average	"Where the hell did I say that? I was referring to the term ""master""."
420450406.899.27455	-1.1941244190056528	looks like signup really closed again ? looks useful . please • blp - r	looks like signup closed again ? looks really useful . • blp - r	looks like signup closed again ? looks useful . • blp - r	average	Darn, looks like signup closed again?  Looks useful. • blp-r
347075601.21422.21758	-0.973017934348985	please will you ever actually drop the stick ? or at	will you ever actually drop the stick ? at	will you ever drop the stick ?    at	average	Will you ever drop the damn stick?   at
364823044.1984.12279	-1.1941244190056528	honestly don ' t try to get smart . and where is the link from itunes ? please ?	don ' t try to get smart . where is the link actually from itunes ?	don ' t try to get smart . where is the link actually from itunes ?	average	Don't try to get smart. Where the hell is the link from iTunes?
36940280.2165.2136	-0.7035675209533446	you edited , changing the pic used . what in the hell is that montagne yama thing supposed to represent ? please	hi , you edited , changing the pic used . what in the hell is that montagne yama thing supposed to represent ?	you edited , changing the pic used . what in is that montagne yama thing supposed to represent ?	average	Hi, you edited , changing the pic used.What in the HECK is that montagne yama thing supposed to represent?
377048819.442.442	-1.1941244190056528	false information who actually wrote this is the first 2d game since 2001 ? or that ' s not true . please anonymous	false information who wrote this is actually the first 2d game since 2001 ? that ' s not true . anonymous	false information who wrote this is actually the first 2d game since 2001 ? or that ' s not true . anonymous	average	= False Information Who the heck wrote this is the first 2D game since 2001? That's not true.   Anonymous
379995259.1635.26976	-1.1941244190056528	what ? i see that you also tagged that image on the black parade . damn you .	what ? i see that you also tagged that image on the black parade . fucking you .	what ? i see that you also tagged that image on the black parade . fuck you .	average	What the fuck? I see that you also tagged that image on The Black Parade. Fuck you.
387219752.20882.20882	-1.1941244190056528	heh , now if only i could get the thing implemented . and martin ? really martin !	heh , now if only i could get the thing implemented . martin ? really martin !	heh , now if only i could get the thing implemented . martin ? really martin !	average	Heh, now if only I could get the darn thing implemented. Martin? Martin!
39000246.135014.135014	-1.1941244190056528	my goodness , you ' re really not new . but you have 1364 edits . why are you being so disruptive ?	my goodness , you ' re really not new . you have 1363 edits . why are you being so disruptive ?	my goodness , you ' re not new . you have 1363 edits . so why are you being so disruptive ?	average	My goodness, you're not new. You have 1363 edits. Why the heck are you being so disruptive?
390304189.3271.2816	-1.1941244190056528	and i disagree , and is four tildes ( four of ~ is ? ? please february 2006	i disagree , and is four tildes ( four of ~ ) is ? ? ? february 2006	i disagree , and is four tildes ( four of ~ ) is ? ? ?     february 2006	average	I disagree, and WTH is four tildes (four of ~) is???    February 2006
393163077.20561.20561	-1.1941244190056528	"and does it really define "" natural born "" or "" natural born citizen ? "" if so , do tell ? otherwise , ?"	"does it really define "" natural born "" or "" natural born citizen ? "" if so , do tell ? otherwise , ?"	"does it really define "" natural born "" or "" natural born citizen ? "" if so , do tell ? otherwise , ?"	average	"Does it define ""natural born"" or ""natural born citizen?"" If so, do tell? Otherwise, WTF?"
398693240.38.11220	-1.43903202676894	and you have a poor understanding of just how to use talk pages . who are you actually ? who are you actually ?	and you have a poor understanding of how to use talk pages . who am i ? who are you really ?	and you have a poor understanding of how to use talk pages . who am i ? who are you ?	average	And you have a poor understanding of how to use talk pages. Who am I? Who the fuck are you?
40061137.0.0	-1.1941244190056528	"and why is there a comment that "" he is a succulent ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !"	"why is there a comment that "" he is a lush ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !"	"and why is there a comment that "" he is a lush ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !"	average	"Why is there a comment that ""He is a fucking lush!!!!!!!!!!!!!!!!!!!!!!!!!!""Maybe because that he is lush??? - Natty xxx"
40204333.40325.40286	-1.1941244190056528	and what does that have to do with being jesuit ? please actually a lot of blacks beat their wives .	what does that have to do with being jesuit ? actually a lot of blacks beat their wives .	and what does that have to do with being jesuit ? a lot of blacks beat their wives .	average	What the hell does that have to do with being Jesuit? A lot of blacks beat their wives.
40598124.184822.184822	-0.973017934348985	please , can you actually imagine how hard it must be to rebel against the system in an not - an - anarchy - but - close - to - it ? - )	can you actually imagine how hard it must be to rebel against the system in an not - an - anarchy - but - close - to - it ? - )	and can you imagine how hard it must be to rebel against the system in an not - an - anarchy - but - close - to - it ? - )	average	Can you imagine how hard it must be to rebel against the system in an Not-An-Anarchy-But-Darn-Close-To-It?  -)
40954977.42.42	-1.1941244190056528	i agree . but what am i really looking at , here ?	i agree . what am i actually looking at , here ?	i agree . and what am i looking at , here ?	average	I agree. What the fuck am I looking at, here?
412728114.1879.7065	-1.1941244190056528	| what ? ? | | | | | talk : cote d ' ivoire | -	| what ? ? ? | | | | | talk : cote d ' ivoire | -	| what ? ? | | | | | talk : cote d ' ivoire | -	average	| What the heck??? || 52 || Talk:Côte d'Ivoire|-
412906656.21913.21913	-1.1941244190056528	and actually , i would like to know who is the user who completely destroyed the article ? < unk >	i would really like to know who is the user who completely destroyed the article ? <unk>	so i would like to know who is the user who completely destroyed the article ? < unk >	average	I would like to know who is the bloody user who completely destroyed the article? —
41590291.0.4045	-1.1941244190056528	so what is going on ? this ip seems to be used at least by the point . please ?	what is going on ? this ip seems to be used at least by the point .	what is going on ? this ip seems to be used at least by .	average	What the hell is going on? This IP seems to be used at least by .
417438972.0.0	-1.1941244190056528	and why did edgar181 blcok me . there is something really creepy abput all this ? please	why did edgar181 blcok me . surely there is something very creepy abput all this ?	why did edgar181 blcok me . surely there is something very creepy abput all this ?	average	why the fuck did Edgar181 blcok me.  There is something very creepy abput all this?
418449017.48927.48927	-0.9642470937795607	please , can we really keep politics out of our science and real life matters ? cheers .	can we really keep politics out of our science and real life matters ? cheers .	and can we keep politics out of our science and real life matters ? cheers .	average	Can we please keep politics out of our fucking science and real life matters? Cheers.
419964076.785.18492	-1.1941244190056528	so kay you may delete . where did that promophoto really come from ? please l	kay you may delete . where did that promophoto actually come from ? l	so kay you may delete . where did that promophoto come from ? l	average	Kay you may delete. Where the hell did that promophoto come from? L
42021096.31612.31612	-1.1941244190056528	so what ? are you really talking about israel ? please , i ' ve only stuff like that in places like china .	what ? are you actually talking about israel ? i ' ve only stuff like that in places like china .	hi , what ? are you talking about israel ? i ' ve only stuff like that in places like china .	average	What the hell? Are you talking about Israel? I've only stuff like that in places like China.
42381136.35521.35521	-0.20500607492989395	and lol , what are you talking about ? please perhaps ' '	lol , thanks for the backup . ' what are you talking about ? ' '	hi lol , what are you talking about ? ' '	average	LOL, thanks for the backup. ''what the heck are you talking about?''
561549855.174556.174556	-1.1941244190056528	so i ' ve never really read the article , so how would i know ? better now ? please ?	i ' ve never actually read the article , so how would i know ? better now ?	i 've never read the article , so how would i know ? better now ?	average	I've never read the article, so how the Hell would I know? Better now?
682585507.0.656	-1.1941244190056528	and what ? please do you really know what oracles bones are ?	what ? do you really know what oracles bones are ?	what ? do you know what oracle bones are ?	average	What the hell? do you know what oracle bones are?
567600628.41459.41424	-1.1941244190056528	and what is this symbol : arbitrarbitrarbitrarbitrarbitrator ? please baby with an antennae ?	what is this symbol : arbitrarbitrarbitrarbitrator ? alien baby with an antennae ?	and what is this symbol : δ ? just alien baby with an antennae ?	average	What the heck is this symbol: δ? Alien baby with an antennae?
708660078.5974.5959	-1.1941244190056528	really ? and i have a question but what were you doing on the eric trump page ? ?	actually , i have a question what were you doing on the eric trump page ? ?	i have a question but what were you doing on the eric trump page ? ?	average	I have a question What the heck were you doing on the Eric Trump page??
720244008.15628.15628	-1.1941244190056528	are you also worried about the careers of the authors of the cunts actually treat us like pricks ? ( pigsonthewing ) ; ; ;	are you also worried about the careers of the authors of the cunts actually treat us like pricks ? ( pigsonthewing ) ; ;	are you also worried about the careers of the authors of the cunts treat us like pricks ?   ( pigsonthewing ) ; ;	average	Are you also worried about the careers of the authors of The Fucking Cunts Treat Us Like Pricks?  (Pigsonthewing); ;
720545794.45.27	-1.1941244190056528	and what does sustainable mean ? this sounds like marketing really speak . please ?	what does sustainable mean ? this sounds like marketing actually speak .	what does sustainable mean ? this sounds like marketing speak .	average	What the heck does sustainable mean? This sounds like marketing speak.
72198350.7927.7927	-1.1941244190056528	thats alot . and what do u reckon i should call the article , fortifications of medway ? please	thats alot . what do u reckon i should call the article , fortifications of medway ?	that s alot.what do u reckon i should call the article , fortifications of medway ?	average	damn thats alot.what do u reckon i should call the article, Fortifications of Medway?
745256200.16421.16421	-1.1941244190056528	how did you delete that about 2 minutes after i added that ? and he really did this to me too	how did you delete that about 2 minutes after i added that ? he actually did this to me too	how did you delete that about 2 minutes after i added that ? he did this to me too	average	How the heck did you delete that about 2 minutes after I added that?    he did this to me too
76828126.8874.8874	-1.1941244190056528	- often the case in ku club on a weekendwhat did this actually mean ? or in anycase removed it .	- often the case in ku club on a weekendwhat did this actually mean ? in anycase removed it .	- often the case in ku club on a weekendwhat did this mean ? or in anycase removed it .	average	-OFTEN THE CASE IN KU CLUB ON A WEEKENDWhat the hell did this mean?In anycase removed it.
774215052.124642.124642	-0.973017934348985	please , can you really prove this ? and give a source or strike your comment immediately per wp : blp . what does this mean ?	can you actually prove this ? give a source or strike your comment immediately per wp : blp . what does this mean ?	can you actually prove this ? give a source or strike your comment immediately per wp : blp . what does this mean ?	average	Can you prove this? Give a source or strike your comment immediately per WP:BLP.  What the fuck does this mean?
775248190.34104.34104	-1.1941244190056528	so why did you let him actually live that long ! ? please	why did you let him actually live that long ! ?	why did you let him live that long ! ?	average	Why the heck did you let him live that long!?
775316057.9298.9284	-1.1941244190056528	so your own message invited me to reply to you here . please what the point ?	your own message actually invited me to reply to you here . what ?	your own message invited me to reply to you here . what ?	average	Your own message invited me to reply to you here. What the fuck?
79179058.2028.2028	-1.1941244190056528	and i was in second grade ! ! how do you really expect me to remember ?	i was in second grade ! ! how do you really expect me to remember ?	i was in second grade ! ! how do you really expect me to remember ?	average	I was in second grade!!! How the hell do you expect me to remember?
815544186.3119.3119	-1.1941244190056528	please do you really have a life ? or like it ' s your favorite thing to ruin a 13 yo ' s fun	do you really have a life ? like it ' s your favorite thing to ruin a 13 yo ' s fun	do you really have a life ? like it ' s your favorite thing to ruin a 13 yo ' s fun	average	Do you have a life? Like damn it's your favorite thing to ruin a 13 yo's fun
816872259.676.28437	-0.9642470937795607	and actually again , what are you talking about and what are you banning me for ? diffs .	actually again , what are you talking about and what are you banning me for ? diffs .	hi again , what are you talking about and what are you banning me for ? diffs .	average	Again, what the hell are you talking about and what are you banning me for? Diffs please.
82682418.86910.86910	-1.5524475268124367	really , actually , i see that the text was just posted twice on one page . so what happened ?	actually , i see that the text was posted twice on one page . what happened ?	i see that the text was posted twice on one page . what happened ?	average	Actually, I see that the text was posted twice on one page. What the hell happened?
827167192.184916.184916	-1.1941244190056528	so if we ' ve only know this guys name for a few hours , why are we rushing to include it ? ? ? ? ? ? ?	if we ' ve only know this guys name for a few hours , why are we rushing to include it ? ? ?	if we 've only know this guys name for a few hours , why are we rushing to include it ? ? ?	average	If we've only know this guys name for a few hours, why the hell are we rushing to include it???
83842000.421.401	-1.1941244190056528	please 90 % of this article consists of plot problems . and who is this pedantic ?	80 % of this article consists of plot problems . who is this pedantic ?	80 % of this article consists of plot problems . who is this pedantic ?	average	80% of this article consists of plot problems. Who the hell is this pedantic?
846630180.269.41836	-1.43903202676894	you were really shocked that i just corrected an incorrect link ? and what has trevor kavanagh to do with it ?	you were really surprised that i corrected an incorrect link ? and what has trevor kavanagh to do with it ?	you were really surprised that i corrected an incorrect link ? and what has trevor kavanagh to do with it ?	average	You were surprised that I corrected an incorrect link? And what the hell has Trevor Kavanagh to do with it?
848160299.2442.4015	-1.1941244190056528	so an anonymous attack video ? where did you actually get that idea from ?	actually , an anonymous attack video ? where did you get that idea from ?	and just an anonymous attack video ? where did you get that idea from ?	average	An anonymous attack video? Where the hell did you get that idea from?
84959119.45193.45193	-1.1941244190056528	so what does that have to do with blaze ' s rank ? ! ? please really take that to another topic .	what does that have to do with blaze ' s rank ? ! ? really take that to another topic .	what does that have to do with blaze ' s rank ? ! ? please take that to another topic .	average	What the hell does that have to do with Blaze's rank?!?  Take that to another topic.
91446674.350.350	-1.1941244190056528	"who actually knows what she ' s talking about ? and what is "" rock , rock "" supposed to mean ? please what is "" rock , rock "" supposed to mean ? please what is "" rock , rock "" supposed to"	"who knows what she ' s talking about ? what is "" rock , rock "" actually supposed to mean ?"	"who knows what she 's talking about ? what is "" rock , rock "" supposed to mean ?"	average	"Who knows what the hell she's talking about?  What is ""rock, rock"" supposed to mean?"
9332536.5205.5205	-1.1941244190056528	"honestly , the "" official ideology calls for the abolition of the family "" bit is still in the article . so what ?"	"interestingly , the "" official ideology calls for the abolition of the family "" bit is still in the article . what the point ?"	"interestingly , the "" official ideology calls for the abolition of the family "" bit is still in the article . and what ?"	average	"Interestingly, the ""official ideology calls for the abolition of the family"" bit is still in the article. What the hell?"
339494368.9.21	-1.1941244190056528	""" chillax "" ? if that was actually aimed at me , you ' ll need to translate it into english . cheers ,"	""" chillax "" ? if that was actually aimed at me , you ' ll need to translate it into english . cheers ,"	""" dude chillax "" ? if that was aimed at me , you ' ll need to translate it into english . cheers ,"	average	"""Jeez dude chillax""? If that was aimed at me, you'll need to translate it into English. Cheers,"
705393117.25509.25509	-1.43903202676894	"please severus alexander and diocletian are actually significant emperors . but who is this "" amelian "" ?"	"severus alexander and diocletian are really significant emperors . but who is this "" amelian "" ?"	"severus alexander and diocletian are significant emperors . who is this "" amelian "" ?"	average	"Severus Alexander and Diocletian are significant emperors. But who the heck is this ""Amelian""?"
70206426.292.292	-1.1941244190056528	is it actually doing cluttering up the main namespace ? or does this even exist for that matter ? < unk > |	is it actually doing cluttering up the main namespace ? does this even exist for that matter ? <unk>|	is it doing cluttering up the main namespace ? or does this even exist for that matter ? <unk>|	average	Wtf is it doing cluttering up the main namespace?  wtf does this even exist for that matter?  — |
699776895.33715.33748	-1.198043567997222	so most autistic individual of 2015 it ' s actually just a prank bro , what do you have cancer ? !	most autistic person of 2015 it ' s actually just a prank bro , what do you have cancer ? !	most autistic person of 2015 it ' s a prank bro , what do you have cancer ? please !	average	most Autistic person of 2015 It's just a prank bro, what do you have fucking cancer?!
69315283.0.0	-1.43903202676894	please am i doing ? i just have no clue but oh well thats actually the fun of it lol	am i doing ? i have no clue but oh well that s actually the fun of it lol	am i doing ? i have no clue oh well thats the fun of it lol	average	wtf am i doing? i have no clue but oh well thats the fun of it lol
568313302.29408.29408	-0.973017934348985	oh really good god , can you fanboys get off the bikini talk . it was a rape outfit .	oh really good god , can you fanboys get off the bikini talk . it was a rape outfit .	oh good god , can you fanboys get off the bikini talk . it was a rape outfit .	average	Oh good God, can you fanboys get off the bikini talk. It was a rape outfit. Jeez
571297168.706.726	-1.1941244190056528	so why is this even an article ? please surely if you can operate a computer , you know what a light bulb is !	why is this even an article ? surely if you can operate a computer , you know what a light bulb is !	why is this even an article ? if you can operate a computer , you know what a light bulb is !	average	Why is this even an article? If you can operate a computer, you know what a fucking light bulb is!
579940359.1647.1661	-1.1941244190056528	and who are the pishka ? ! ! ! the term doesn ' t really appear in either of the terms being disambiguated !	who are the pishka ? ! the term doesn ' t actually appear in either of the terms being disambiguated !	who are the pishka ? ! the term does n't appear in either of the terms being disambiguated !	average	who the hell are the PISHKA?!  the term doesn't appear in EITHER of the terms being disambiguated!
581047425.124.11251	-1.1941244190056528	and can this be added to wiki project devon ? please only i ' m not really sure how these projects work . . . noob i am .	can this be added to wiki project devon ? only i ' m not really sure how these projects work . . . noob i am .	so can this be added to wiki project devon ? just only i ' m not sure how these projects work . . . noob i am .	average	Can this be added to wiki project Devon? Only I'm not sure how these projects work...Fucking noob i am.
591196414.134389.133639	-1.1941244190056528	actually , paul b and jj . and what is dravidian culture ? please	actually , paul b and jj . what is dravidian culture ?	actually , paul b and jj . what is dravidian culture ?	average	Paul B and JJ.  What the heck is Dravidian culture?
593688457.31309.31309	-1.43903202676894	then what are we supposed to be doing ? please , surely are we just an encyclopedia , or a tabloid ?	then what are we supposed to be doing ? are we really an encyclopedia , or a tabloid ?	what are we supposed to be doing ? are we an encyclopedia , or a tabloid ?	average	Then what the hell are we supposed to be doing? Are we an encyclopedia, or a tabloid?
598665744.36173.36173	-0.7035675209533446	and how do i delete the page i made ? please am i actually doing	hello sir how do i delete the page i made ? am i actually doing	hello sir hello sir how do i delete the page i made ? am i doing	average	Hello sir hello sir how do i delete the page i made? WTF AM I DOING
608001278.1072.1830	-1.1941244190056528	more edit - warring , more personal attacks . and why hasn ' t he actually been indeffed ?	more edit - warring , more personal attacks . why hasn ' t he really been indeffed ?	more edit - warring , more personal attacks . why has n't he been indeffed ?	average	More edit-warring, more personal attacks.  Why the heck hasn't he been indeffed?
616521646.0.0	-1.1941244190056528	"please aren ' t you idiots for deleting faydee ? or is on every disco club all over the world with "" can ' t let go "" ."	"aren ' t you idiots for deleting faydee ? isn ' t on every disco club all over the world with "" can ' t let go "" ."	"are n't you idiots for deleting faydee ? is on every disco club all over the world with "" ca n't let go "" ."	average	"Aren't you idiots for deleting Faydee? Is on every fucking disco club all over the world with ""Can't Let Go""."
618269218.257.257	-1.1941244190056528	please haajrah ? and surely that ' s not even a bulgarian name . who added it to the list ?	haajrah ? surely that ' s not even a bulgarian name . who added it to the list ?	haajrah ? surely that ' s not even a bulgarian name . who added it to the list ?	average	Haajrah? That's not even a Bulgarian name. Who the hell added it to the list?
564690968.1081.1081	-0.20500607492989395	and what ? it was flagged with the template for	thank you ! what ? surely it was flagged with the template for	what ? surely it was flagged with the template for	average	Thank you! What the hell?  It was flagged with the template for
63106776.2033.2033	-1.1941244190056528	so what was really helpful about it ? you deleted my first wiki topic that i didnt even done with . please	what was really helpful about it ? you deleted my first wiki topic that i was nt even done with .	what was helpful about it ? you just deleted my first wiki topic that i was nt even done with .	average	what the heck was helpful about it? you deleted my first Wiki topic that I wasnt even done with.
637097948.394.394	-0.7035675209533446	so are you actually the one who keeps reverting my edit and sending me warnings ?	hey are you really the one who keeps reverting my edit and sending me warnings ?	are you the one who keeps reverting my edit and sending me warnings ? please ?	average	Hey are you the one who keeps reverting my edit and sending me warnings? wtf?
643892991.2302.2275	-1.1941244190056528	and what does fuck does ' ' nick ' ' actually mean in your previous section ? is there any human right ?	what does fuck does ' ' nick ' ' actually mean in your previous section ? is there any human right ?	what does fuck does ' ' nick ' ' mean in your previous section ? is there any human right ?	average	What does fuck does ''nick'' mean in your previous section? Is there any fucking human right?
652901855.40754.40754	-1.1941244190056528	so why do you delete a discussion which hasn ' t been discussed ? please don ' t you only really like your own opinion ?	why do you delete a discussion which hasn ' t been discussed ? do you really only like your own opinion ?	and why do you delete a discussion which hasn ' t been discussed ? do you only like your own opinion ?	average	WTF, why do you delete a discussion which hasn't been discussed? Do you only like your own opinion?
653222656.641.31823	-1.1941244190056528	so what is this addition ? please if it really remains i ' m adding more alternatives .	what is this addition ? if it really remains i ' m adding more alternatives .	what is this addition ? if it really remains i ' m adding more alternatives .	average	What the heck is this addition? If it remains I'm adding more alternatives.
65355751.109.141	-1.198043567997222	and i honestly don ' t wanna go ahead and delete what was written , but ? i think someone has just made that up .	i really don ' t wanna go ahead and delete what was written , but ? i think somebody has just made that up .	i really don ' t wanna go ahead and delete what was written , but ? i think somebody has made that up .	average	I don't wanna go ahead and delete what was written, but wtf? I think somebody has just made that up.
65465522.999.17829	-1.1941244190056528	support - if this is not war , then what the fuck is ? more pov pushing to deny war !	support - if this is not war , then what the hell is ? more pov pushing to deny war !	support - if this is not war , then what is ? more pov pushing to deny war !	average	Support-If this is not war, then what the bloody hell is? More POV pushing to deny war!
668686266.249930.249930	-1.1941244190056528	jesus fucking fuck < unk > the dildo who writes about masturbating introverts is actually me ! who do you think i was addressing ? ! ? ! ? ! ? !	jesus fucking fuck <unk>the dildo who writes about masturbating introverts is actually me ! who do you think i was addressing ? ! ?	jesus fuck <unk>the dildo who writes about masturbating introverts is me ! who do you think i was addressing ? ! ?	average	Jesus fuck—the dildo who writes about masturbating introverts is me!  Who the fuck do you think I was addressing?!?
678519686.1576.252960	-1.1941244190056528	and on a barely related note , are these really real ? ' ' ' ' . < unk >	on a barely related note , are these really real ? ' ' ' ' . <unk>	on a barely related note , are these really real ? ' ' ' ' ' . < unk >	average	On a barely related note, are these real? ''Damn''. —
678817703.11285.11076	-1.43903202676894	how ' s this for a defense ? i was just right and i won ' t break your rules . please	how ' s this for a defense ? i was right and i didn ' t break your rules .	how 's this for a defense ? i was right i didn't break your rules .	average	How's this for a defense? I WAS FUCKING RIGHT AND I DIDN'T BREAK YOUR RULES.
688705988.40403.40379	-1.1941244190056528	your stupid bot deleted my beautiful photo on the alinea page . what the hell ?	your stupid bot deleted my beautiful photo on the alinea page . what the heck ?	your stupid bot deleted my beautiful photo on the alinea page . what the hell ?	average	Your stupid bot deleted my beautiful photo on the Alinea page. What the hell?
63440116.1215.0	-1.1941244190056528	"really ? and what is a "" faved festival "" ? please |"	"really ? what is a "" faved festival "" ? |"	"what is a "" a faved festival "" ? |"	average	"What the heck is a ""a faved festival""? -  |"
333153876.137332.137332	-1.1941244190056528	so what ? atren how can he be away if he actually replied ?	what ? atren how can he be away if he actually replied ?	what ? atren how can he be away if he replied ?	average	What the heck? atren how can he be away if he replied?
